,user_id,newdata.created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,quote_count,reply_count,location,score
10,329708303,13/06/2022 06:17,debrob1947,ANGRYSTAFFER I SAW THIS STORY SINCE I LIVE 30 MILES FROM CDA INTERESTING HOW WHAT I SAW ON THE VERY FIRST NEWS REPORTS ARE NO LONGER AVAILABLE IT WAS VIDEO OF A LARGE GROUP OF THEIR FACES COVERED BY WHITE NECK GATORS OR WHITE BALACLAVAS SKIING IN COLD WITH HUGE EYE HOLES CUT LIKE KKK,Twitter for iPad,140,,,,False,True,0,,,"North Carolina, USA",positiva
11,9.49408E+17,13/06/2022 06:17,ReggieMeezer,CANADIAN MEDIA REPORTS ON THE NAZI AZOV BATTALION IN UKRAINE BEFORE THE CONFLICT ESCALATED ALSO CHECK OUT THAT COLLAGE OF NEWS TALKING ABOUT THE NAZIS WHICH THEY NOW CLAIM DONT EXIST,Twitter Web App,140,,,,False,True,0,,,"South Bend, IN",neutral/SI
12,1.26335E+18,13/06/2022 06:17,wilf12339264,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter Web App,139,,,,False,True,0,,,,positiva
13,7.62729E+17,13/06/2022 01:54,caroljdavy,REQUEST DENIED REP MATT GAETZ ALLEGEDLY SOUGHT A BLANKET PRESIDENTIAL PARDON FROM DONALD TRUMP IN THE CLOSING WEEKS OF HIS ADMINISTRATION A REQUEST WHICH WAS ULTIMATELY NOT FULFILLED ACCORDING TO NEWS REPORTS,Twitter for iPhone,139,,,,False,True,0,,,"Los Angeles, CA",negativa
14,1.50011E+18,13/06/2022 06:16,InCiDeR21,CANADIAN MEDIA REPORTS ON THE NAZI AZOV BATTALION IN UKRAINE BEFORE THE CONFLICT ESCALATED ALSO CHECK OUT THAT COLLAGE OF NEWS TALKING ABOUT THE NAZIS WHICH THEY NOW CLAIM DONT EXIST,Twitter Web App,140,,,,False,True,0,,,Beyond Meta,neutral/SI
15,8.26584E+17,13/06/2022 06:16,LindaWolff19,HI HALLMARKCHANNEL WE HEARTIES ARE STILL PATIENTLY WAITING FOR THE SEASON 10 ANNOUNCEMENT I REALLY MISS THIS LITTLE BOY HOPEFULLY WELL HEAR THE GOOD NEWS SOON ALLINFORSEASON10 LUCABETH WEAREHOPEVALLEY WCTH,Twitter for Android,139,,,,False,True,0,,,,positiva
16,1.34825E+18,13/06/2022 06:15,GregLarssen,RLF RLFTF RLFTY RELIEF THERAPEUTICS RELIEFS NEXT DAY PR CONFIRMING THE NEWS FROM NRX ABOUT THE DENIED BREAKTHROUGH THERAPY DESIGNATION FOR THE ZYESAMI VERSION OF AVIPTADIL,Twitter Web App,206,,,,False,False,0,,,Perpignan (France),neutral/SI
17,1.41167E+18,13/06/2022 06:14,esoftnt,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter Web App,140,,,,False,True,0,,,,positiva
18,1.49959E+18,13/06/2022 06:11,poponishi963,GOOD DAY BUDS NEW PROJECT ON THE MARKET PLEASE CHECK ANNOUNCEMENT FOR GREAT NEWS COMING SOON FURTHER INFORMATION WILL BE AVAILABLE SOON STAY TUNED,Twitter for Android,140,,,,False,True,0,,,,positiva
19,1.28857E+18,13/06/2022 06:11,LiberMinerva,THE BEAUTY OF NEWS REPORTS ON GYMNASTICS ABUSE IS THAT IN THE CURRENT ABSENCE OF A WORLDWIDE PUBLIC REGISTER OF DISCIPLINARY SANCTIONS WHEREVER THESE ABUSIVE COACHES NOW WORK OR TRAVEL SAFEGUARDING CONCERNS STILL TRAVEL WITH THEM VIA THE INTERNET 12,Twitter Web App,255,,,,False,False,1,,,,negativa
20,288275234,13/06/2022 06:11,manchan1213,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for Android,140,,,,False,True,0,,,,positiva
21,1.53336E+18,13/06/2022 06:09,a2zumi,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter for iPhone,140,,,,False,True,0,,,New Zealand,positiva
22,1.33935E+18,13/06/2022 06:08,noeeliamn,DEVASTATING NEWS RIP COOPER NORIEGA LIFE IS FRAGILE ENJOY EVERY MINUTE,Twitter for iPhone,112,,,,False,True,0,,,,negativa
23,1.49903E+18,13/06/2022 06:06,OxaraAlease,CANADIAN MEDIA REPORTS ON THE NAZI AZOV BATTALION IN UKRAINE BEFORE THE CONFLICT ESCALATED ALSO CHECK OUT THAT COLLAGE OF NEWS TALKING ABOUT THE NAZIS WHICH THEY NOW CLAIM DONT EXIST,Twitter Web App,140,,,,False,True,0,,,Nederland,neutral/SI
24,1.50596E+18,13/06/2022 06:05,ew4ria,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for iPhone,140,,,,False,True,0,,,,positiva
25,1.16927E+18,13/06/2022 06:04,manjuicecom1,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter for iPhone,140,,,,False,True,0,,,,positiva
26,2354660132,13/06/2022 06:04,ArsenalFC1989,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter for iPhone,139,,,,False,True,0,,,Essex COYG,positiva
27,1.51952E+18,13/06/2022 06:04,FGCJudaS,HMM BEEN LACKING ON NEWS LATELY BUT I FEEL REFRESHED ONLY LOOKING AT NEWS REPORTS TWICE A WEEK,Twitter for iPhone,95,,,,False,False,0,,,,negativa
28,1.01975E+18,13/06/2022 06:04,45_nerd,IF YOU HAVENT SIGNED UP TO RECEIVE SNARKY FILMS LOVE NEWS AND JOY PLEASE TAKE A MINUTETHERES ALSO A SUGGESTION BOX THE HERD HAS ALWAYS BEEN A GROUP EFFORT,Twitter Web App,140,,,,False,True,0,,,,positiva
29,18009863,13/06/2022 03:00,Harnesslink,HARNESSLINK AUS NEWS AMANDARANDO REPORTS FOR AS THE CLASS MARE SPELLBOUND HEADS TO THE BROODMARE PADDOCK HARNESSRACING,Twitter Web App,173,,,,False,False,0,,,"Auckland, New Zealand and USA",neutral/SI
30,18009863,12/06/2022 23:00,Harnesslink,HARNESSLINK N AMERICAN NEWS HIPPODROME3R SEES THE SPEED TURNED UP ON SATURDAY STEVE WOLF REPORTS ON THE SLICK EFFORTS AT THE TRACK ON SATURDAY FOR THE QUEJOCKEYCLUB,Twitter Web App,195,,,,False,False,1,,,"Auckland, New Zealand and USA",negativa
31,18009863,13/06/2022 04:00,Harnesslink,HARNESSLINK AUS NEWS DUMESNYMICHAEL REPORTS ON THE WINNING WAYS OF CAM HART FOR HRNSWHARNESS HARNESSRACING,Twitter Web App,138,,,,False,False,2,,,"Auckland, New Zealand and USA",positiva
32,18009863,12/06/2022 23:30,Harnesslink,HARNESSLINK N AMERICAN NEWS HARRAHSPHL SEES A SUB150 ON SUNDAY PHHA REPORTS ON THEIR FEATURE ACTION AND THE DRIVER IN FORM HARNESSRACING,Twitter Web App,171,,,,False,False,0,,,"Auckland, New Zealand and USA",positiva
33,18009863,12/06/2022 20:00,Harnesslink,HARNESSLINK N AMERICAN NEWS OHIO SIRES STAKES HEATED UP MGMNORTHFIELD ON SATURDAY FRANK FRAAS REPORTS FOR THE HARNESSRACINGOH HARNESSRACING,Twitter Web App,172,,,,False,False,1,,,"Auckland, New Zealand and USA",neutral/SI
34,18009863,13/06/2022 00:30,Harnesslink,HARNESSLINK AUS NEWS TERRY GANGE REPORTS ON THE AUSTRALIAN HARNESS RACING SCENE AND SOME OF THE NEWS COMING OUT OF THE TRACKS OVER RECENT DAYS HARNESSRACING,Twitter Web App,185,,,,False,False,0,,,"Auckland, New Zealand and USA",neutral/SI
35,18009863,12/06/2022 20:30,Harnesslink,HARNESSLINK N AMERICAN NEWS THEY WERE GOING FAST AT SARATOGACASINO ON SATURDAY MIKESARDELLA REPORTS ON THE FEATURE ACTION FROM THE CARD HERE HARNESSRACING,Twitter Web App,186,,,,False,False,0,,,"Auckland, New Zealand and USA",positiva
36,1.20635E+18,13/06/2022 06:02,Anthony06511880,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter Web App,139,,,,False,True,0,,,Bolton ,positiva
37,7.4392E+17,13/06/2022 06:02,JamesApps3,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter for Android,139,,,,False,True,0,,,"Newton Abbot, England",positiva
38,1378397924,13/06/2022 06:01,patchrxa,ACTUALLY FUCKIN TIRED OF ADVERTORIALS COSPLAYING AS NEWS REPORTS,Twitter for iPhone,64,,,,True,False,0,,,<U+0001F1F5><U+0001F1ED> | they/them,negativa
39,2788078109,13/06/2022 06:00,hkdemonow,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,<U+30C4><U+30A4><U+30BF><U+30DE>+ for Android,140,,,,False,True,0,,,Hong Kong,positiva
40,86292908,13/06/2022 06:00,FrontiersIn,HISTORIC WOODEN SHIPWRECKS ALTER SEAFLOOR MICROBIAL COMMUNITIES REPORTS A RECENT STUDY PUBLISHED IN FRONTIERS IN MARINE SCIENCE FRONTMARINESCI READ THE STUDY OUR OUR NEWS SITE,Salesforce - Social Studio,231,,,,False,False,2,,,"Lausanne, Switzerland",neutral/SI
41,2416005074,13/06/2022 06:00,GrahamSmithCR,FULL ACCESS TO CORNWALLS BEST LOCAL NEWS WEBSITE HAS NEVER BEEN EASIER,SocialOomph,98,,,,False,False,0,,,"Cornwall, UK",positiva
42,61432754,12/06/2022 18:22,CIoJournalist,CIOJ LINKEDIN NEWS REPORTS YOU MAY THINK THE MEDIA ARE SIMPLY REPORTERS OF ISSUES OF THE DAY BUT IN US WITH MIDTERM ELECTIONS COMING UP CHANNEL 4 HAS RAISED THE FACT THAT THE MAIN CABLE CHANNEL THERE HAS IGNORED IT SEE AMP,Twitter Web App,278,,,,False,False,3,,,London,positiva
43,61432754,12/06/2022 18:24,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS A ROWING BOAT HAS BEEN OFFICIALLY NAMED AFTER THE LATE CHANNEL ISLAND BROADCASTER GARY BURGESS SEE AMP,Twitter Web App,199,,,,False,False,3,,,London,negativa
44,61432754,12/06/2022 18:27,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS AUSTRALIAN CHANNEL 7 NEWSREADER REMEMBERED FOR HER GRACE AND COURAGE HAS DIED SURROUNDED BY FAMILY AFTER A LONG BATTLE WITH CANCER SEE AMP,Twitter Web App,239,,,,False,False,3,,,London,negativa
45,61432754,12/06/2022 18:23,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS TUNISIAN MILITARY PROSECUTORS CONFIRMED THEY HAD BEGUN INVESTIGATING A JOURNALIST ON SUSPICION OF HARMING PUBLIC ORDER BUT A FRIEND SAID HE HAD BEEN TAKEN INTO CUSTODY SEE AMP,Twitter Web App,274,,,,False,False,2,,,London,positiva
46,61432754,12/06/2022 18:25,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS THE SHUTTERING OF CRITICAL NEWSPAPERS IN CHINESE HONG KONG IS ONLY THE BEGINNING OF THE CRACKDOWN WHICH IS STIFLING FREE NEWS SEE AMP,Twitter Web App,230,,,,False,False,2,,,London,positiva
47,61432754,12/06/2022 18:18,CIoJournalist,CIOJ LINKEDIN NEWS REPORTS US PRESIDENT JOE BIDEN SAID HE HAD NOT YET DECIDED IF HE WILL TRAVEL TO SAUDI ARABIA A WEEK AFTER HE OPENED THE DOOR TO A POSSIBLE TRIP JAMAL KHASHOGGIS MURDER MAY BE THE ISSUE SEE AMP,Twitter Web App,272,,,,False,False,4,,,London,neutral/SI
48,61432754,12/06/2022 18:20,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS BRAZILIAN INVESTIGATORS ARE SKEPTICAL THAT REMAINS FOUND IN A RIVER COULD BE FROM A BRITISH JOURNALIST WHO WENT MISSING IN THE AMAZON RAINFOREST ON SUNDAY SEE AMP,Twitter Web App,259,,,,False,False,2,,,London,negativa
49,61432754,13/06/2022 05:59,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS CHANNEL 4 IS BEING INVESTIGATED BY REGULATOR OFCOM FOR BROADCASTING A REALISTIC BUT FAKE CYBER ATTACK WARNING ON FRIDAY NIGHT SEE AMP,Twitter Web App,230,,,,False,False,2,,,London,negativa
50,61432754,12/06/2022 18:28,CIoJournalist,CIOJ LINKEDIN NEWS REPORTS A SPECIALIST TEAM HAVE CREATED AN APPLICATION WITH HIGHRESOLUTION IMAGES OF VALE DO JAVARI TO HELP WITH SEARCHES FOR JOURNALIST DOM PHILLIPS AMP BRUNO PEREIRA MISSING IN THE AMAZON A WEEK TODAY SEE AMP,Twitter Web App,288,,,,False,False,3,,,London,negativa
51,61432754,12/06/2022 18:16,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS AFTER LOSING OUT TO LORD GRADE AS CHAIR OF REGULATOR OFCOM LORD GILBERT IS ONE NAME IN THE FRAME TO LEAD THE BBCS FUNDING REVIEW SEE AMP,Twitter Web App,235,,,,False,False,2,,,London,neutral/SI
52,246904734,13/06/2022 05:59,hz1mt,ANDREWCHEARO OH YEAH IT WAS SOME PRETTY INTERESTING TIMES A LOT OF LEARNING ON THE FLY PLUS THE HYSTERIA THAT WAS GOING ON ALONG WITH THE NEWS REPORTSSAW SOME INTERESTING PLACES AND SAW SOME INTERESTING THINGS WHILE TRYING TO KEEP IT ON THE DL PULLING UP IN A HAZ MAT UNIT,Twitter for iPhone,266,1.54E+18,7.29E+17,andrew_chearo,False,False,0,,,,positiva
53,2879360726,13/06/2022 05:58,263Vinu,JSAIDEEPAK SANJAYDIXIT WHERE ARE PCITWEETS RAVISHNDTV NDTV TIMESOFINDIA SARDESAIRAJDEEP SABANAQVI ZOOBEAR RANAAYYUB SUHASINIH NO REPORTS NO VALUE OF LIVES FOR YOU NO NEWS WHAT A SHAME,Twitter for Android,176,1.54E+18,39234827,jsaideepak,False,False,0,,,,neutral/SI
54,8.70335E+17,13/06/2022 05:57,ahymth,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for iPhone,140,,,,False,True,0,,,,positiva
55,1.48266E+18,13/06/2022 05:57,shmuelcshapira,DURING SUCH A CRISIS CAN BE ACHIEVED ONLY IF THE NEWS CHANNELS PROVIDE REPORTS AND MEANINGFUL JOURNALISTIC INVESTIGATIONS THAT CHALLENGE THE SYSTEM,Twitter Web App,149,1.54E+18,1.48E+18,shmuelcshapira,False,False,8,,,<U+05DB><U+05DC> <U+05D4><U+05E0><U+05D0><U+05DE><U+05E8> <U+05DE><U+05E9><U+05E7><U+05E3> <U+05D3><U+05E2><U+05EA><U+05D9> <U+05D4><U+05E4><U+05E8><U+05D8><U+05D9><U+05EA> <U+05D1><U+05DC><U+05D1><U+05D3>,positiva
56,7.83976E+17,13/06/2022 05:56,rainsey_ban,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for iPhone,140,,,,False,True,0,,,Cambodia,positiva
57,1.35511E+18,13/06/2022 05:56,Prabhak41657341,AS PERREPORTS A LARGE NUMBER OF DEVOTEES GATHERED IN THE TEMPLE WHEN THE NEWS OF DESECRATION SPREAD IN THE AREA RECLAIMTEMPLE,Twitter for Android,140,,,,False,True,0,,, <U+0001F1EE><U+0001F1F3><U+092D><U+093E><U+0930><U+0924> <U+0001F6A9><U+0915><U+0930><U+094D><U+0928><U+093E><U+091F><U+0915> <U+092E><U+0902><U+0917><U+0932><U+094C><U+0930>,positiva
58,355057966,13/06/2022 05:55,Nini67580,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter for Android,140,,,,False,True,0,,,<U+03C1>a<U+0455>-<U+2202><U+0454>-¢ala<U+03B9><U+0455>,neutral/SI
59,9.09101E+17,13/06/2022 05:53,verhelpen2,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter for Android,140,,,,False,True,0,,,Bruxelles,neutral/SI
60,1.51055E+18,13/06/2022 05:53,berryberryco25,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
61,2965539251,13/06/2022 05:53,billsofcost,THOMSON REUTERS PUTS CASELINES SUBCONTRACT ON HOLD FOLLOWING NEWS REPORTS,Twitter for iPhone,97,,,,False,False,0,,,South Africa,neutral/SI
62,1.47659E+18,13/06/2022 05:53,Lahmy23,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
63,3364605647,13/06/2022 05:52,SjokerG,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter Web App,140,,,,False,True,0,,,,neutral/SI
64,1.45214E+18,13/06/2022 04:32,CryptowithR,A MINUTE WITH EPNS WEEK 86 NOTIFICATIONS THROUGH SUBGRAPHS WALLET TO WALLET UPDATES MORE FRENS AMP MORE CHANNELS LIVE AND MORE A ROUNDUP OF EPNS NEWS IN LESS THAN A MINUTE PROJECT UPDATES DEVELOPMENTWEB SOCKETS ARE LIVE IN A STAGING ENVIRONMENT,Twitter for Android,269,,,,False,False,1,,,,positiva
65,1.45214E+18,13/06/2022 05:51,CryptowithR,A MINUTE WITH EPNS WEEK 86 NOTIFICATIONS THROUGH SUBGRAPHS WALLET TO WALLET UPDATES MORE FRENS AMP MORE CHANNELS LIVE AND MORE A ROUNDUP OF EPNS NEWS IN LESS THAN A MINUTE PROJECT UPDATES DEVELOPMENTWEB SOCKETS ARE LIVE IN A STAGING ENVIRONMENT,Twitter for Android,144,,,,False,True,0,,,,positiva
66,7.80794E+17,13/06/2022 05:50,vince505050,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter Web App,140,,,,False,True,0,,,Portugal Barrancos (Béja),neutral/SI
67,1.53456E+18,13/06/2022 05:50,KPAOJTqdrzMtdp8,NUPURSHARMA PAKISTAN FAKENEWS,Twitter for Android,139,,,,False,True,0,,,,neutral/SI
68,1.10983E+18,13/06/2022 05:49,KhashanePalesa,THOMSON REUTERS PUTS CASELINES SUBCONTRACT ON HOLD FOLLOWING NEWS REPORTS VIA NEWS24,Twitter for iPhone,129,,,,False,True,0,,,"Johannesburg, South Africa",neutral/SI
69,1.51114E+18,13/06/2022 05:49,Jobertgzmn,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
70,1.50286E+18,13/06/2022 05:48,Latha9731,AS PERREPORTS A LARGE NUMBER OF DEVOTEES GATHERED IN THE TEMPLE WHEN THE NEWS OF DESECRATION SPREAD IN THE AREA RECLAIMTEMPLE,Twitter for Android,140,,,,False,True,0,,,,positiva
71,1.36138E+18,13/06/2022 05:48,William85837998,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter for Android,140,,,,False,True,0,,,,neutral/SI
72,1.50971E+18,13/06/2022 05:47,keonna_ponce,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
73,1.46415E+18,13/06/2022 05:46,brantley_jonnie,DRADAMANEEVIT THE JAB WASNT A TRUE VACCINATION BY DEFINITION BY SCIENCE THATS WHY FAUCI WAS TRYING TO CHANGE THE DEFINITION OF VACCINATION GOOGLE IT SHOULD BE SEVERAL NEWS REPORTS,Twitter for iPhone,140,,,,False,True,0,,,,positiva
